clusterName,gene,NSForestMarker
Exc L2 LINC00507 ATP7B,LOC105379003,n
Exc L2 LINC00507 ATP7B,EPB41L4A,n
Exc L2 LINC00507 ATP7B,SV2C,n
Exc L2 LINC00507 ATP7B,SYT2,n
Exc L2 LINC00507 ATP7B,COBLL1,n
Exc L2 LINC00507 ATP7B,COL5A2,n
Exc L2 LINC00507 ATP7B,PRSS12,n
Exc L2 LINC00507 ATP7B,LOC105370610,n
Exc L2 LINC00507 ATP7B,LOC105378334,n
Exc L2 LINC00507 ATP7B,RORB,n
Exc L2 LINC00507 GLRA3,FAM163A,n
Exc L2 LINC00507 GLRA3,LOC101927668,n
Exc L2 LINC00507 GLRA3,SAMD3,n
Exc L2 LINC00507 GLRA3,ACVR1C,n
Exc L2 LINC00507 GLRA3,LOC105377209,n
Exc L2 LINC00507 GLRA3,LINC01378,y
Exc L2 LINC00507 GLRA3,LOC101928278,y
Exc L2 LINC00507 GLRA3,SERPINE2,y
Exc L2 LINC00507 GLRA3,LOC101927745,n
Exc L2 LINC00507 GLRA3,LOC105376987,n
Exc L2 LINC00507 GLRA3,PLCH1,n
Exc L2 LINC00507 GLRA3,RMST,n
Exc L2 LINC00507 GLRA3,BDNF,n
Exc L2 LINC00507 GLRA3,BMPR1B,n
Exc L2 LINC00507 GLRA3,LOC105379003,n
Exc L2 LINC00507 GLRA3,EPB41L4A,n
Exc L2 LINC00507 GLRA3,SV2C,n
Exc L2 LINC00507 GLRA3,SYT2,n
Exc L2 LINC00507 GLRA3,COBLL1,n
Exc L2 LINC00507 GLRA3,COL5A2,n
Exc L2 LINC00507 GLRA3,PRSS12,n
Exc L2 LINC00507 GLRA3,LOC105370610,n
Exc L2 LINC00507 GLRA3,LOC105378334,n
Exc L2 LINC00507 GLRA3,RORB,n
Exc L2-3 RORB RTKN2,FAM163A,n
Exc L2-3 RORB RTKN2,LOC101927668,n
Exc L2-3 RORB RTKN2,SAMD3,n
Exc L2-3 RORB RTKN2,ACVR1C,n
Exc L2-3 RORB RTKN2,LOC105377209,n
Exc L2-3 RORB RTKN2,LINC01378,n
Exc L2-3 RORB RTKN2,LOC101928278,n
Exc L2-3 RORB RTKN2,SERPINE2,n
Exc L2-3 RORB RTKN2,LOC101927745,y
Exc L2-3 RORB RTKN2,LOC105376987,y
Exc L2-3 RORB RTKN2,PLCH1,y
Exc L2-3 RORB RTKN2,RMST,y
Exc L2-3 RORB RTKN2,BDNF,n
Exc L2-3 RORB RTKN2,BMPR1B,n
Exc L2-3 RORB RTKN2,LOC105379003,n
Exc L2-3 RORB RTKN2,EPB41L4A,n
Exc L2-3 RORB RTKN2,SV2C,n
Exc L2-3 RORB RTKN2,SYT2,n
Exc L2-3 RORB RTKN2,COBLL1,n
Exc L2-3 RORB RTKN2,COL5A2,n
Exc L2-3 RORB RTKN2,PRSS12,n
Exc L2-3 RORB RTKN2,LOC105370610,n
Exc L2-3 RORB RTKN2,LOC105378334,n
Exc L2-3 RORB RTKN2,RORB,n
Exc L2-3 LINC00507 DSG3,FAM163A,n
Exc L2-3 LINC00507 DSG3,LOC101927668,n
Exc L2-3 LINC00507 DSG3,SAMD3,n
Exc L2-3 LINC00507 DSG3,ACVR1C,n
Exc L2-3 LINC00507 DSG3,LOC105377209,n
Exc L2-3 LINC00507 DSG3,LINC01378,n
Exc L2-3 LINC00507 DSG3,LOC101928278,n
Exc L2-3 LINC00507 DSG3,SERPINE2,n
Exc L2-3 LINC00507 DSG3,LOC101927745,n
Exc L2-3 LINC00507 DSG3,LOC105376987,n
Exc L2-3 LINC00507 DSG3,PLCH1,n
Exc L2-3 LINC00507 DSG3,RMST,n
Exc L2-3 LINC00507 DSG3,BDNF,y
Exc L2-3 LINC00507 DSG3,BMPR1B,y
Exc L2-3 LINC00507 DSG3,LOC105379003,y
Exc L2-3 LINC00507 DSG3,EPB41L4A,n
Exc L2-3 LINC00507 DSG3,SV2C,n
Exc L2-3 LINC00507 DSG3,SYT2,n
Exc L2-3 LINC00507 DSG3,COBLL1,n
Exc L2-3 LINC00507 DSG3,COL5A2,n
Exc L2-3 LINC00507 DSG3,PRSS12,n
Exc L2-3 LINC00507 DSG3,LOC105370610,n
Exc L2-3 LINC00507 DSG3,LOC105378334,n
Exc L2-3 LINC00507 DSG3,RORB,n
Exc L3 LAMP5 CARM1P1,FAM163A,n
Exc L3 LAMP5 CARM1P1,LOC101927668,n
Exc L3 LAMP5 CARM1P1,SAMD3,n
Exc L3 LAMP5 CARM1P1,ACVR1C,n
Exc L3 LAMP5 CARM1P1,LOC105377209,n
Exc L3 LAMP5 CARM1P1,LINC01378,n
Exc L3 LAMP5 CARM1P1,LOC101928278,n
Exc L3 LAMP5 CARM1P1,SERPINE2,n
Exc L3 LAMP5 CARM1P1,LOC101927745,n
Exc L3 LAMP5 CARM1P1,LOC105376987,n
Exc L3 LAMP5 CARM1P1,PLCH1,n
Exc L3 LAMP5 CARM1P1,RMST,n
Exc L3 LAMP5 CARM1P1,BDNF,n
Exc L3 LAMP5 CARM1P1,BMPR1B,n
Exc L3 LAMP5 CARM1P1,LOC105379003,n
Exc L3 LAMP5 CARM1P1,EPB41L4A,y
Exc L3 LAMP5 CARM1P1,SV2C,y
Exc L3 LAMP5 CARM1P1,SYT2,y
Exc L3 LAMP5 CARM1P1,COBLL1,n
Exc L3 LAMP5 CARM1P1,COL5A2,n
Exc L3 LAMP5 CARM1P1,PRSS12,n
Exc L3 LAMP5 CARM1P1,LOC105370610,n
Exc L3 LAMP5 CARM1P1,LOC105378334,n
Exc L3 LAMP5 CARM1P1,RORB,n
Oligo L2-6 OPALIN MAP6D1,ENPP2,y
Oligo L2-6 OPALIN MAP6D1,LINC01378,y
Oligo L2-6 OPALIN MAP6D1,MBP,y
Oligo L2-6 OPALIN MAP6D1,ST18,y
Oligo L2-6 OPALIN MAP6D1,LOC105376917,n
Oligo L2-6 OPALIN MAP6D1,OPALIN,n
Oligo L2-6 OPALIN MAP6D1,RNF219-AS1,n
Oligo L2-6 OPALIN MAP6D1,CDK18,n
Oligo L2-6 OPALIN MAP6D1,LOC101927199,n
Oligo L2-6 OPALIN MAP6D1,LRRC63,n
Oligo L2-6 OPALIN MAP6D1,S100B,n
Oligo L2-6 OPALIN MAP6D1,LOC101927459,n
Oligo L2-6 OPALIN MAP6D1,FAM222A,n
Oligo L2-6 OPALIN MAP6D1,KIF25,n
Oligo L2-6 OPALIN MAP6D1,TGFA,n
Exc L2-3 RORB CCDC68,FAM163A,n
Exc L2-3 RORB CCDC68,LOC101927668,n
Exc L2-3 RORB CCDC68,SAMD3,n
Exc L2-3 RORB CCDC68,ACVR1C,n
Exc L2-3 RORB CCDC68,LOC105377209,n
Exc L2-3 RORB CCDC68,LINC01378,n
Exc L2-3 RORB CCDC68,LOC101928278,n
Exc L2-3 RORB CCDC68,SERPINE2,n
Exc L2-3 RORB CCDC68,LOC101927745,n
Exc L2-3 RORB CCDC68,LOC105376987,n
Exc L2-3 RORB CCDC68,PLCH1,n
Exc L2-3 RORB CCDC68,RMST,n
Exc L2-3 RORB CCDC68,BDNF,n
Exc L2-3 RORB CCDC68,BMPR1B,n
Exc L2-3 RORB CCDC68,LOC105379003,n
Exc L2-3 RORB CCDC68,EPB41L4A,n
Exc L2-3 RORB CCDC68,SV2C,n
Exc L2-3 RORB CCDC68,SYT2,n
Exc L2-3 RORB CCDC68,COBLL1,y
Exc L2-3 RORB CCDC68,COL5A2,y
Exc L2-3 RORB CCDC68,PRSS12,y
Exc L2-3 RORB CCDC68,LOC105370610,n
Exc L2-3 RORB CCDC68,LOC105378334,n
Exc L2-3 RORB CCDC68,RORB,n
Exc L2-3 RORB PTPN3,FAM163A,n
Exc L2-3 RORB PTPN3,LOC101927668,n
Exc L2-3 RORB PTPN3,SAMD3,n
Exc L2-3 RORB PTPN3,ACVR1C,n
Exc L2-3 RORB PTPN3,LOC105377209,n
Exc L2-3 RORB PTPN3,LINC01378,n
Exc L2-3 RORB PTPN3,LOC101928278,n
Exc L2-3 RORB PTPN3,SERPINE2,n
Exc L2-3 RORB PTPN3,LOC101927745,n
Exc L2-3 RORB PTPN3,LOC105376987,n
Exc L2-3 RORB PTPN3,PLCH1,n
Exc L2-3 RORB PTPN3,RMST,n
Exc L2-3 RORB PTPN3,BDNF,n
Exc L2-3 RORB PTPN3,BMPR1B,n
Exc L2-3 RORB PTPN3,LOC105379003,n
Exc L2-3 RORB PTPN3,EPB41L4A,n
Exc L2-3 RORB PTPN3,SV2C,n
Exc L2-3 RORB PTPN3,SYT2,n
Exc L2-3 RORB PTPN3,COBLL1,n
Exc L2-3 RORB PTPN3,COL5A2,y
Exc L2-3 RORB PTPN3,PRSS12,n
Exc L2-3 RORB PTPN3,LOC105370610,y
Exc L2-3 RORB PTPN3,LOC105378334,y
Exc L2-3 RORB PTPN3,RORB,y
Exc L3 THEMIS ENPEP,FAP,y
Exc L3 THEMIS ENPEP,LAMA2,y
Exc L3 THEMIS ENPEP,LOC101928964,y
Exc L3 THEMIS ENPEP,LOC105376081,y
Exc L3 THEMIS ENPEP,FSHR,n
Exc L3 THEMIS ENPEP,LOC100507562,n
Exc L3 THEMIS ENPEP,KCNH8,n
Exc L3 THEMIS ENPEP,LOC100128497,n
Exc L3 THEMIS ENPEP,LOC101927281,n
Exc L3 THEMIS ENPEP,TRPC3,n
Exc L3 THEMIS ENPEP,DACH1,n
Exc L3 THEMIS ENPEP,LOC101927389,n
Exc L3 THEMIS ENPEP,TNC,n
Exc L3 THEMIS ENPEP,COL22A1,n
Exc L3 THEMIS ENPEP,RMST,n
Exc L3 THEMIS ENPEP,LOC101927874,n
Exc L3 THEMIS ENPEP,LOC105374971,n
Exc L3 THEMIS ENPEP,LOC105377703,n
Exc L3 THEMIS ENPEP,BTNL9,n
Exc L3 THEMIS ENPEP,CCBE1,n
Exc L3 THEMIS ENPEP,LOC401134,n
Exc L3 THEMIS ENPEP,SLC7A11,n
Exc L3 THEMIS ENPEP,LOC105373893,n
Exc L3 THEMIS ENPEP,LOC105378031,n
Exc L3 THEMIS ENPEP,LTBP1,n
Exc L3 THEMIS ENPEP,TSHZ2,n
Exc L3 THEMIS ENPEP,TRABD2A,n
Exc L3 THEMIS ENPEP,LOC105374973,n
Exc L3 THEMIS ENPEP,RPRM,n
Exc L3 THEMIS ENPEP,NPFFR2,n
Exc L3 THEMIS ENPEP,BDNF,n
Exc L3 THEMIS ENPEP,CRH,n
Exc L3-5 RORB TNNT2,FAP,n
Exc L3-5 RORB TNNT2,LAMA2,n
Exc L3-5 RORB TNNT2,LOC101928964,n
Exc L3-5 RORB TNNT2,LOC105376081,y
Exc L3-5 RORB TNNT2,FSHR,y
Exc L3-5 RORB TNNT2,LOC100507562,y
Exc L3-5 RORB TNNT2,KCNH8,n
Exc L3-5 RORB TNNT2,LOC100128497,n
Exc L3-5 RORB TNNT2,LOC101927281,n
Exc L3-5 RORB TNNT2,TRPC3,n
Exc L3-5 RORB TNNT2,DACH1,n
Exc L3-5 RORB TNNT2,LOC101927389,n
Exc L3-5 RORB TNNT2,TNC,n
Exc L3-5 RORB TNNT2,COL22A1,n
Exc L3-5 RORB TNNT2,RMST,n
Exc L3-5 RORB TNNT2,LOC101927874,n
Exc L3-5 RORB TNNT2,LOC105374971,n
Exc L3-5 RORB TNNT2,LOC105377703,n
Exc L3-5 RORB TNNT2,BTNL9,n
Exc L3-5 RORB TNNT2,CCBE1,n
Exc L3-5 RORB TNNT2,LOC401134,n
Exc L3-5 RORB TNNT2,SLC7A11,n
Exc L3-5 RORB TNNT2,LOC105373893,n
Exc L3-5 RORB TNNT2,LOC105378031,n
Exc L3-5 RORB TNNT2,LTBP1,n
Exc L3-5 RORB TNNT2,TSHZ2,n
Exc L3-5 RORB TNNT2,TRABD2A,n
Exc L3-5 RORB TNNT2,LOC105374973,n
Exc L3-5 RORB TNNT2,RPRM,n
Exc L3-5 RORB TNNT2,NPFFR2,n
Exc L3-5 RORB TNNT2,BDNF,n
Exc L3-5 RORB TNNT2,CRH,n
Exc L3-5 RORB LAMA4,FAP,n
Exc L3-5 RORB LAMA4,LAMA2,n
Exc L3-5 RORB LAMA4,LOC101928964,n
Exc L3-5 RORB LAMA4,LOC105376081,y
Exc L3-5 RORB LAMA4,FSHR,n
Exc L3-5 RORB LAMA4,LOC100507562,n
Exc L3-5 RORB LAMA4,KCNH8,y
Exc L3-5 RORB LAMA4,LOC100128497,y
Exc L3-5 RORB LAMA4,LOC101927281,y
Exc L3-5 RORB LAMA4,TRPC3,n
Exc L3-5 RORB LAMA4,DACH1,n
Exc L3-5 RORB LAMA4,LOC101927389,n
Exc L3-5 RORB LAMA4,TNC,n
Exc L3-5 RORB LAMA4,COL22A1,n
Exc L3-5 RORB LAMA4,RMST,n
Exc L3-5 RORB LAMA4,LOC101927874,n
Exc L3-5 RORB LAMA4,LOC105374971,n
Exc L3-5 RORB LAMA4,LOC105377703,n
Exc L3-5 RORB LAMA4,BTNL9,n
Exc L3-5 RORB LAMA4,CCBE1,n
Exc L3-5 RORB LAMA4,LOC401134,n
Exc L3-5 RORB LAMA4,SLC7A11,n
Exc L3-5 RORB LAMA4,LOC105373893,n
Exc L3-5 RORB LAMA4,LOC105378031,n
Exc L3-5 RORB LAMA4,LTBP1,n
Exc L3-5 RORB LAMA4,TSHZ2,n
Exc L3-5 RORB LAMA4,TRABD2A,n
Exc L3-5 RORB LAMA4,LOC105374973,n
Exc L3-5 RORB LAMA4,RPRM,n
Exc L3-5 RORB LAMA4,NPFFR2,n
Exc L3-5 RORB LAMA4,BDNF,n
Exc L3-5 RORB LAMA4,CRH,n
Exc L5 THEMIS VILL,FAP,n
Exc L5 THEMIS VILL,LAMA2,n
Exc L5 THEMIS VILL,LOC101928964,n
Exc L5 THEMIS VILL,LOC105376081,n
Exc L5 THEMIS VILL,FSHR,n
Exc L5 THEMIS VILL,LOC100507562,n
Exc L5 THEMIS VILL,KCNH8,n
Exc L5 THEMIS VILL,LOC100128497,n
Exc L5 THEMIS VILL,LOC101927281,n
Exc L5 THEMIS VILL,TRPC3,n
Exc L5 THEMIS VILL,DACH1,y
Exc L5 THEMIS VILL,LOC101927389,y
Exc L5 THEMIS VILL,TNC,y
Exc L5 THEMIS VILL,COL22A1,n
Exc L5 THEMIS VILL,RMST,n
Exc L5 THEMIS VILL,LOC101927874,n
Exc L5 THEMIS VILL,LOC105374971,n
Exc L5 THEMIS VILL,LOC105377703,n
Exc L5 THEMIS VILL,BTNL9,n
Exc L5 THEMIS VILL,CCBE1,n
Exc L5 THEMIS VILL,LOC401134,n
Exc L5 THEMIS VILL,SLC7A11,n
Exc L5 THEMIS VILL,LOC105373893,n
Exc L5 THEMIS VILL,LOC105378031,n
Exc L5 THEMIS VILL,LTBP1,n
Exc L5 THEMIS VILL,TSHZ2,n
Exc L5 THEMIS VILL,TRABD2A,n
Exc L5 THEMIS VILL,LOC105374973,n
Exc L5 THEMIS VILL,RPRM,n
Exc L5 THEMIS VILL,NPFFR2,n
Exc L5 THEMIS VILL,BDNF,n
Exc L5 THEMIS VILL,CRH,n
Exc L3 RORB OTOGL,FAP,n
Exc L3 RORB OTOGL,LAMA2,n
Exc L3 RORB OTOGL,LOC101928964,n
Exc L3 RORB OTOGL,LOC105376081,n
Exc L3 RORB OTOGL,FSHR,n
Exc L3 RORB OTOGL,LOC100507562,n
Exc L3 RORB OTOGL,KCNH8,n
Exc L3 RORB OTOGL,LOC100128497,n
Exc L3 RORB OTOGL,LOC101927281,n
Exc L3 RORB OTOGL,TRPC3,n
Exc L3 RORB OTOGL,DACH1,n
Exc L3 RORB OTOGL,LOC101927389,n
Exc L3 RORB OTOGL,TNC,n
Exc L3 RORB OTOGL,COL22A1,y
Exc L3 RORB OTOGL,RMST,y
Exc L3 RORB OTOGL,LOC101927874,n
Exc L3 RORB OTOGL,LOC105374971,n
Exc L3 RORB OTOGL,LOC105377703,n
Exc L3 RORB OTOGL,BTNL9,n
Exc L3 RORB OTOGL,CCBE1,n
Exc L3 RORB OTOGL,LOC401134,n
Exc L3 RORB OTOGL,SLC7A11,n
Exc L3 RORB OTOGL,LOC105373893,n
Exc L3 RORB OTOGL,LOC105378031,n
Exc L3 RORB OTOGL,LTBP1,n
Exc L3 RORB OTOGL,TSHZ2,n
Exc L3 RORB OTOGL,TRABD2A,n
Exc L3 RORB OTOGL,LOC105374973,n
Exc L3 RORB OTOGL,RPRM,n
Exc L3 RORB OTOGL,NPFFR2,n
Exc L3 RORB OTOGL,BDNF,n
Exc L3 RORB OTOGL,CRH,n
Exc L3-5 RORB LINC01202,FAP,n
Exc L3-5 RORB LINC01202,LAMA2,n
Exc L3-5 RORB LINC01202,LOC101928964,n
Exc L3-5 RORB LINC01202,LOC105376081,y
Exc L3-5 RORB LINC01202,FSHR,n
Exc L3-5 RORB LINC01202,LOC100507562,n
Exc L3-5 RORB LINC01202,KCNH8,n
Exc L3-5 RORB LINC01202,LOC100128497,n
Exc L3-5 RORB LINC01202,LOC101927281,n
Exc L3-5 RORB LINC01202,TRPC3,n
Exc L3-5 RORB LINC01202,DACH1,n
Exc L3-5 RORB LINC01202,LOC101927389,n
Exc L3-5 RORB LINC01202,TNC,n
Exc L3-5 RORB LINC01202,COL22A1,n
Exc L3-5 RORB LINC01202,RMST,n
Exc L3-5 RORB LINC01202,LOC101927874,y
Exc L3-5 RORB LINC01202,LOC105374971,y
Exc L3-5 RORB LINC01202,LOC105377703,y
Exc L3-5 RORB LINC01202,BTNL9,n
Exc L3-5 RORB LINC01202,CCBE1,n
Exc L3-5 RORB LINC01202,LOC401134,n
Exc L3-5 RORB LINC01202,SLC7A11,n
Exc L3-5 RORB LINC01202,LOC105373893,n
Exc L3-5 RORB LINC01202,LOC105378031,n
Exc L3-5 RORB LINC01202,LTBP1,n
Exc L3-5 RORB LINC01202,TSHZ2,n
Exc L3-5 RORB LINC01202,TRABD2A,n
Exc L3-5 RORB LINC01202,LOC105374973,n
Exc L3-5 RORB LINC01202,RPRM,n
Exc L3-5 RORB LINC01202,NPFFR2,n
Exc L3-5 RORB LINC01202,BDNF,n
Exc L3-5 RORB LINC01202,CRH,n
Exc L5 THEMIS SLC22A18,FAP,n
Exc L5 THEMIS SLC22A18,LAMA2,n
Exc L5 THEMIS SLC22A18,LOC101928964,n
Exc L5 THEMIS SLC22A18,LOC105376081,n
Exc L5 THEMIS SLC22A18,FSHR,n
Exc L5 THEMIS SLC22A18,LOC100507562,n
Exc L5 THEMIS SLC22A18,KCNH8,n
Exc L5 THEMIS SLC22A18,LOC100128497,n
Exc L5 THEMIS SLC22A18,LOC101927281,n
Exc L5 THEMIS SLC22A18,TRPC3,n
Exc L5 THEMIS SLC22A18,DACH1,n
Exc L5 THEMIS SLC22A18,LOC101927389,n
Exc L5 THEMIS SLC22A18,TNC,n
Exc L5 THEMIS SLC22A18,COL22A1,n
Exc L5 THEMIS SLC22A18,RMST,n
Exc L5 THEMIS SLC22A18,LOC101927874,n
Exc L5 THEMIS SLC22A18,LOC105374971,n
Exc L5 THEMIS SLC22A18,LOC105377703,n
Exc L5 THEMIS SLC22A18,BTNL9,y
Exc L5 THEMIS SLC22A18,CCBE1,y
Exc L5 THEMIS SLC22A18,LOC401134,y
Exc L5 THEMIS SLC22A18,SLC7A11,y
Exc L5 THEMIS SLC22A18,LOC105373893,n
Exc L5 THEMIS SLC22A18,LOC105378031,n
Exc L5 THEMIS SLC22A18,LTBP1,n
Exc L5 THEMIS SLC22A18,TSHZ2,n
Exc L5 THEMIS SLC22A18,TRABD2A,n
Exc L5 THEMIS SLC22A18,LOC105374973,n
Exc L5 THEMIS SLC22A18,RPRM,n
Exc L5 THEMIS SLC22A18,NPFFR2,n
Exc L5 THEMIS SLC22A18,BDNF,n
Exc L5 THEMIS SLC22A18,CRH,n
Exc L5-6 THEMIS TNFAIP6,FAP,n
Exc L5-6 THEMIS TNFAIP6,LAMA2,n
Exc L5-6 THEMIS TNFAIP6,LOC101928964,n
Exc L5-6 THEMIS TNFAIP6,LOC105376081,n
Exc L5-6 THEMIS TNFAIP6,FSHR,n
Exc L5-6 THEMIS TNFAIP6,LOC100507562,n
Exc L5-6 THEMIS TNFAIP6,KCNH8,n
Exc L5-6 THEMIS TNFAIP6,LOC100128497,n
Exc L5-6 THEMIS TNFAIP6,LOC101927281,n
Exc L5-6 THEMIS TNFAIP6,TRPC3,n
Exc L5-6 THEMIS TNFAIP6,DACH1,n
Exc L5-6 THEMIS TNFAIP6,LOC101927389,n
Exc L5-6 THEMIS TNFAIP6,TNC,n
Exc L5-6 THEMIS TNFAIP6,COL22A1,n
Exc L5-6 THEMIS TNFAIP6,RMST,n
Exc L5-6 THEMIS TNFAIP6,LOC101927874,n
Exc L5-6 THEMIS TNFAIP6,LOC105374971,n
Exc L5-6 THEMIS TNFAIP6,LOC105377703,n
Exc L5-6 THEMIS TNFAIP6,BTNL9,n
Exc L5-6 THEMIS TNFAIP6,CCBE1,n
Exc L5-6 THEMIS TNFAIP6,LOC401134,n
Exc L5-6 THEMIS TNFAIP6,SLC7A11,n
Exc L5-6 THEMIS TNFAIP6,LOC105373893,y
Exc L5-6 THEMIS TNFAIP6,LOC105378031,y
Exc L5-6 THEMIS TNFAIP6,LTBP1,y
Exc L5-6 THEMIS TNFAIP6,TSHZ2,y
Exc L5-6 THEMIS TNFAIP6,TRABD2A,n
Exc L5-6 THEMIS TNFAIP6,LOC105374973,n
Exc L5-6 THEMIS TNFAIP6,RPRM,n
Exc L5-6 THEMIS TNFAIP6,NPFFR2,n
Exc L5-6 THEMIS TNFAIP6,BDNF,n
Exc L5-6 THEMIS TNFAIP6,CRH,n
Exc L3-5 RORB LNX2,FAP,n
Exc L3-5 RORB LNX2,LAMA2,n
Exc L3-5 RORB LNX2,LOC101928964,n
Exc L3-5 RORB LNX2,LOC105376081,n
Exc L3-5 RORB LNX2,FSHR,n
Exc L3-5 RORB LNX2,LOC100507562,n
Exc L3-5 RORB LNX2,KCNH8,n
Exc L3-5 RORB LNX2,LOC100128497,n
Exc L3-5 RORB LNX2,LOC101927281,n
Exc L3-5 RORB LNX2,TRPC3,n
Exc L3-5 RORB LNX2,DACH1,n
Exc L3-5 RORB LNX2,LOC101927389,n
Exc L3-5 RORB LNX2,TNC,n
Exc L3-5 RORB LNX2,COL22A1,n
Exc L3-5 RORB LNX2,RMST,n
Exc L3-5 RORB LNX2,LOC101927874,n
Exc L3-5 RORB LNX2,LOC105374971,y
Exc L3-5 RORB LNX2,LOC105377703,y
Exc L3-5 RORB LNX2,BTNL9,n
Exc L3-5 RORB LNX2,CCBE1,n
Exc L3-5 RORB LNX2,LOC401134,n
Exc L3-5 RORB LNX2,SLC7A11,n
Exc L3-5 RORB LNX2,LOC105373893,n
Exc L3-5 RORB LNX2,LOC105378031,n
Exc L3-5 RORB LNX2,LTBP1,n
Exc L3-5 RORB LNX2,TSHZ2,n
Exc L3-5 RORB LNX2,TRABD2A,y
Exc L3-5 RORB LNX2,LOC105374973,n
Exc L3-5 RORB LNX2,RPRM,n
Exc L3-5 RORB LNX2,NPFFR2,n
Exc L3-5 RORB LNX2,BDNF,n
Exc L3-5 RORB LNX2,CRH,n
Exc L3-5 RORB RPRM,FAP,n
Exc L3-5 RORB RPRM,LAMA2,n
Exc L3-5 RORB RPRM,LOC101928964,n
Exc L3-5 RORB RPRM,LOC105376081,n
Exc L3-5 RORB RPRM,FSHR,n
Exc L3-5 RORB RPRM,LOC100507562,n
Exc L3-5 RORB RPRM,KCNH8,n
Exc L3-5 RORB RPRM,LOC100128497,n
Exc L3-5 RORB RPRM,LOC101927281,n
Exc L3-5 RORB RPRM,TRPC3,n
Exc L3-5 RORB RPRM,DACH1,n
Exc L3-5 RORB RPRM,LOC101927389,n
Exc L3-5 RORB RPRM,TNC,n
Exc L3-5 RORB RPRM,COL22A1,n
Exc L3-5 RORB RPRM,RMST,n
Exc L3-5 RORB RPRM,LOC101927874,n
Exc L3-5 RORB RPRM,LOC105374971,y
Exc L3-5 RORB RPRM,LOC105377703,n
Exc L3-5 RORB RPRM,BTNL9,n
Exc L3-5 RORB RPRM,CCBE1,n
Exc L3-5 RORB RPRM,LOC401134,n
Exc L3-5 RORB RPRM,SLC7A11,n
Exc L3-5 RORB RPRM,LOC105373893,n
Exc L3-5 RORB RPRM,LOC105378031,n
Exc L3-5 RORB RPRM,LTBP1,n
Exc L3-5 RORB RPRM,TSHZ2,n
Exc L3-5 RORB RPRM,TRABD2A,n
Exc L3-5 RORB RPRM,LOC105374973,y
Exc L3-5 RORB RPRM,RPRM,y
Exc L3-5 RORB RPRM,NPFFR2,n
Exc L3-5 RORB RPRM,BDNF,n
Exc L3-5 RORB RPRM,CRH,n
Exc L5 RORB MED8,FAP,n
Exc L5 RORB MED8,LAMA2,n
Exc L5 RORB MED8,LOC101928964,n
Exc L5 RORB MED8,LOC105376081,n
Exc L5 RORB MED8,FSHR,n
Exc L5 RORB MED8,LOC100507562,n
Exc L5 RORB MED8,KCNH8,n
Exc L5 RORB MED8,LOC100128497,n
Exc L5 RORB MED8,LOC101927281,n
Exc L5 RORB MED8,TRPC3,n
Exc L5 RORB MED8,DACH1,n
Exc L5 RORB MED8,LOC101927389,n
Exc L5 RORB MED8,TNC,n
Exc L5 RORB MED8,COL22A1,y
Exc L5 RORB MED8,RMST,n
Exc L5 RORB MED8,LOC101927874,n
Exc L5 RORB MED8,LOC105374971,n
Exc L5 RORB MED8,LOC105377703,n
Exc L5 RORB MED8,BTNL9,n
Exc L5 RORB MED8,CCBE1,n
Exc L5 RORB MED8,LOC401134,y
Exc L5 RORB MED8,SLC7A11,n
Exc L5 RORB MED8,LOC105373893,n
Exc L5 RORB MED8,LOC105378031,n
Exc L5 RORB MED8,LTBP1,n
Exc L5 RORB MED8,TSHZ2,n
Exc L5 RORB MED8,TRABD2A,n
Exc L5 RORB MED8,LOC105374973,n
Exc L5 RORB MED8,RPRM,n
Exc L5 RORB MED8,NPFFR2,y
Exc L5 RORB MED8,BDNF,n
Exc L5 RORB MED8,CRH,n
Exc L5 THEMIS FGF10,FAP,n
Exc L5 THEMIS FGF10,LAMA2,n
Exc L5 THEMIS FGF10,LOC101928964,n
Exc L5 THEMIS FGF10,LOC105376081,n
Exc L5 THEMIS FGF10,FSHR,n
Exc L5 THEMIS FGF10,LOC100507562,n
Exc L5 THEMIS FGF10,KCNH8,n
Exc L5 THEMIS FGF10,LOC100128497,n
Exc L5 THEMIS FGF10,LOC101927281,n
Exc L5 THEMIS FGF10,TRPC3,n
Exc L5 THEMIS FGF10,DACH1,n
Exc L5 THEMIS FGF10,LOC101927389,n
Exc L5 THEMIS FGF10,TNC,n
Exc L5 THEMIS FGF10,COL22A1,n
Exc L5 THEMIS FGF10,RMST,n
Exc L5 THEMIS FGF10,LOC101927874,n
Exc L5 THEMIS FGF10,LOC105374971,n
Exc L5 THEMIS FGF10,LOC105377703,n
Exc L5 THEMIS FGF10,BTNL9,n
Exc L5 THEMIS FGF10,CCBE1,n
Exc L5 THEMIS FGF10,LOC401134,n
Exc L5 THEMIS FGF10,SLC7A11,n
Exc L5 THEMIS FGF10,LOC105373893,n
Exc L5 THEMIS FGF10,LOC105378031,n
Exc L5 THEMIS FGF10,LTBP1,n
Exc L5 THEMIS FGF10,TSHZ2,n
Exc L5 THEMIS FGF10,TRABD2A,n
Exc L5 THEMIS FGF10,LOC105374973,n
Exc L5 THEMIS FGF10,RPRM,n
Exc L5 THEMIS FGF10,NPFFR2,y
Exc L5 THEMIS FGF10,BDNF,y
Exc L5 THEMIS FGF10,CRH,y
Exc L6 THEMIS LINC00343,ANKRD30B,y
Exc L6 THEMIS LINC00343,LINC00299,y
Exc L6 THEMIS LINC00343,LINC00343,y
